formula,inchikey,mass,atom-count,bond-count,rotatable-bonds,tpsa,vabc,moriguchi-logp,rule-of-five-violations
C16H20N2O8,WALNNKZUGHYSCT-UHFFFAOYSA-N,368.3386,46,48,4.0,149.65,316.455877129,-2.25291203931,0
C6H5ClO4,ICMVYBXQDUXEEE-UHFFFAOYSA-N,176.5545,16,15,5.0,74.6,152.158506225,0.60037774127,0
C6H8O2,YDRSQRPHLBEPTP-UHFFFAOYSA-N,112.12652,16,16,0.0,40.46,112.283443755,0.453865360028,0
C6H6O5,SOXXPQLIZIPMIZ-UHFFFAOYSA-N,158.10884,17,16,5.0,91.67,145.737665156,-0.540507182136,0
C27H46O,IZVFFXVYBHFIHY-UHFFFAOYSA-N,386.65354,74,77,5.0,20.23,432.275976796,6.39249452547,1
C8H16O2S2,IZFHEQBZOYJLPK-UHFFFAOYSA-N,208.34144,28,27,7.0,114.9,198.886378523,2.06007049818,0
C6H13O10P,BIRSGZKFKXLSJQ-UHFFFAOYSA-N,276.135182,30,29,7.0,194.79,217.425428169,-4.10266368233,1
C5H9NO3,QUCHWTCTBHQQDU-UHFFFAOYSA-N,131.12986,18,17,3.0,80.39,127.130904738,-0.755458766166,0
C4H7NO4,CKLJMWTZIZZHCS-UHFFFAOYSA-N,133.10268,16,15,3.0,100.62,118.625146813,-1.14056166214,0
C15H12O4,DXDRHHKMWQZJHT-UHFFFAOYSA-N,256.25338,31,32,4.0,77.76,235.552547883,2.0407658719,0
C11H20N4O6,LMKYZBGVKHTLTN-UHFFFAOYSA-N,304.2997,41,40,12.0,188.33,284.994855818,-0.254956749868,1
C9H18N4O4,IMXSCCDUAFEIOE-UHFFFAOYSA-N,246.26362,35,34,9.0,151.03,235.458891866,-0.101610209475,1
C3H10N2,XFNJVJPLKCPIBV-UHFFFAOYSA-N,74.1249,15,14,2.0,52.04,82.4379329947,-0.533910640891,0
C17H22N4O6,UTKDOUCGQVLJIN-UHFFFAOYSA-N,378.37978,49,51,5.0,154.72,335.528470069,-0.744197414231,1
C11H17N2,NIPXDXIPKFRCRH-UHFFFAOYSA-N,177.26608,30,31,1.0,8.17,178.601745848,1.56393751741,0
C10H13N2,SPCMORQIGGFPCS-UHFFFAOYSA-N,161.22362,25,26,1.0,25.25,158.669302521,1.18210629261,0
C10H14N2O,BOQRPPFUUSHFGW-UHFFFAOYSA-N,178.23096,27,28,1.0,36.36,168.777758572,1.24869136135,0
C10H12N2O2,GQUFOBHEPVFQMD-UHFFFAOYSA-N,192.21448,26,27,2.0,53.43,174.931526572,0.756495705909,0
C10H14N2O,SGDIDUFQYHRMPR-UHFFFAOYSA-N,178.23096,27,27,5.0,41.99,178.497758572,0.614326136423,0
C9H10N2O2,DJEKVKGYYASXCW-UHFFFAOYSA-N,178.1879,23,23,4.0,73.05,167.355541946,-0.17679708101,0
C10H12N2O2,WOOSCPWOYYLIHS-UHFFFAOYSA-N,192.21448,26,26,5.0,59.06,184.651526572,0.126588254031,0
C9H9NO3,JGSUNMCABQUBOY-UHFFFAOYSA-N,179.17266,22,22,4.0,67.26,165.149008439,0.22920291899,0
C9H11NO3,STZOZPPVGWNSMC-UHFFFAOYSA-N,181.18854,24,24,4.0,70.42,167.785467139,0.0471103708685,0
C9H9NO2,MHVJWSPYMHAALE-UHFFFAOYSA-N,163.17326,21,21,4.0,50.19,156.358781738,0.769033349505,0
C27H44O,NYOXRYYXRWJDKP-UHFFFAOYSA-N,384.63766,72,75,5.0,17.07,429.639518095,6.28503486211,1
C4H8O3,WHBMMWSBFZVSSR-UHFFFAOYSA-N,104.10452,15,14,2.0,57.53,101.474618605,-0.249607753742,0
C6H11O10P,ZKUSPPOKDDRMIU-UHFFFAOYSA-N,274.119302,28,27,7.0,191.63,214.788969468,-4.19939659834,1
C19H28O2,RAJWOBJTTGJROA-UHFFFAOYSA-N,288.42442,49,52,0.0,34.14,300.061867789,3.69576500142,0
C13H18ClNO,SNPPWIUOZRMYNY-UHFFFAOYSA-N,239.74112,34,34,4.0,29.1,234.600020012,3.21799604818,0
C13H20ClNO,NDPTTXIBLSWNSF-UHFFFAOYSA-N,241.757,36,36,4.0,32.26,237.236478713,3.0403612731,0
C13H18ClNO2,AKOAEVOSDHIVFX-UHFFFAOYSA-N,255.74052,35,35,5.0,49.33,243.390246713,2.38221589199,0
C7H5ClO2,LULAYUGMBFYYEX-UHFFFAOYSA-N,156.5664,15,15,1.0,37.3,128.617578749,2.30151269389,0
C9H8ClNO3,ICYUIIJXZHPESK-UHFFFAOYSA-N,213.61772,22,22,4.0,66.4,180.360076209,1.59858825403,0
C6H12O4,KJTLQQUUPVSXIM-UHFFFAOYSA-N,148.15708,22,21,4.0,77.76,144.856814557,-0.270285563319,0
C18H24O2,VOXZDWNPVJITMN-UHFFFAOYSA-N,272.38196,44,47,0.0,40.46,269.229424462,3.63468750015,0
C16H25N5O15P2,LQEBEXMHBLQMDB-UHFFFAOYSA-N,589.341724,63,66,8.0,331.11,430.012251474,-3.66378292416,2
C6H10O6,VYEGBDHSGHXOGT-UHFFFAOYSA-N,178.14,22,22,0.0,118.22,150.080809258,-3.03390648211,0
C6H14O6,FBPFZTCFMRRESA-UHFFFAOYSA-N,182.17176,26,25,5.0,121.38,165.073726659,-2.49690648211,1
C8H16O,NUJGJRNETVAIRJ-UHFFFAOYSA-N,128.21204,25,24,6.0,17.07,153.078103707,2.12885960296,0
C9H13N5O3,JPXBDMKKWKFPJT-UHFFFAOYSA-N,239.23122,30,31,2.0,129.17,210.316049271,-1.8019754344,0
C3H4N2O4,UWBHMRBRLOJJAA-UHFFFAOYSA-N,132.07486,13,12,3.0,109.49,109.689463695,-2.05633472575,0
C7H9N2O,XSCIXONZQUICNU-UHFFFAOYSA-N,137.15916,19,19,1.0,48.02,127.928034045,0.0662081717846,0
C6H14NO2S,RTMSGWPTDBXTFW-UHFFFAOYSA-N,164.24586,24,23,4.0,63.32,158.100374772,0.537544867196,0
C10H14N5O6PS2,HPEUEJRPDGMIMY-UHFFFAOYSA-N,395.351822,38,40,3.0,259.23,287.571556821,-1.08187029234,2
C7H8O2,LHGVFZTZFXWLCP-UHFFFAOYSA-N,124.13722,17,17,1.0,29.46,116.04296968,1.2463535529,0
C23H45NO4,YSEIZEBFBJPSFW-UHFFFAOYSA-N,399.6077,73,72,20.0,69.67,447.248854705,0.480613769408,0
C23H46NO4,YSEIZEBFBJPSFW-UHFFFAOYSA-N,400.61564,74,73,20.0,66.84,448.567084055,0.480613769408,0
C10H18N4O5,UMOXFSXIFQOWTD-UHFFFAOYSA-N,274.27372,37,36,11.0,168.1,258.908644492,-0.221598117394,1
C9H9NO3,QIAFMBKCNZACKA-UHFFFAOYSA-N,179.17266,22,22,4.0,66.4,165.149008439,1.02720291899,0
C6H13O7PS,JTFITTQBRJDSTL-UHFFFAOYSA-N,260.201982,28,28,4.0,126.26,199.843772125,-2.98104202901,0
C6H13O9P,HXXFSFRBOHSIMQ-UHFFFAOYSA-N,260.135782,29,29,3.0,166.72,198.915201468,-4.46837938662,1
C40H68O7P2,RVCNKTPCHZNAAO-UHFFFAOYSA-N,722.911244,117,117,31.0,132.91,770.770267849,4.86765934523,0
C30H52O7P2,ATZKAUGGNMSCCY-UHFFFAOYSA-N,586.677204,91,91,23.0,132.91,603.083338992,3.21706237359,0
C6H11NO4,OYIFNHCXNCRBQI-UHFFFAOYSA-N,161.15584,22,21,5.0,100.62,153.217116065,-0.353409041204,0
C4H10N2O2,OGNSCSPNOLGXSM-UHFFFAOYSA-N,118.1344,18,17,3.0,89.34,114.677912321,-1.05743818426,0
C15H12O7,CXQWRCVTCMQVQX-UHFFFAOYSA-N,304.25158,34,36,1.0,127.45,252.203227985,-0.0564510826456,0
C10H9NO4,CAOVWYZQMPNAFJ-UHFFFAOYSA-N,207.18276,24,24,4.0,97.46,188.598761064,0.322410102336,0
C5H8O3S,SXFSQZDSUWACKX-UHFFFAOYSA-N,148.18022,17,16,4.0,54.37,134.643168588,0.0523716643482,0
C12H19N6O7P,ZHMVYQXJIQHKMY-UHFFFAOYSA-N,390.289022,45,47,6.0,188.12,294.032464867,-0.719371974859,1
C6H13O8P,PTVXQARCLQPGIR-UHFFFAOYSA-N,244.136382,28,28,2.0,146.49,190.124974768,-3.72937136858,0
C6H13O7P,OKZYCXHTTZZYSK-UHFFFAOYSA-N,228.136982,27,26,6.0,134.1,191.054748067,-1.88450169236,0
C6H16O18P4,ZAWIXNGTTZTBKV-UHFFFAOYSA-N,500.075488,44,44,8.0,346.74,337.509001997,-8.69035138492,2
C6H16O18P4,CIPFCGZLFXVXBG-UHFFFAOYSA-N,500.075488,44,44,8.0,346.74,337.509001997,-8.69035138492,2
C11H22N2O4S,ZNXZGRMVNNHPCA-UHFFFAOYSA-N,278.36838,40,39,10.0,137.46,269.20282346,-0.338561072069,0
C6H13O9P,ZKLLSNQJRLJIGT-UHFFFAOYSA-N,260.135782,29,28,7.0,174.56,208.635201468,-4.18383904998,1
C6H17O21P5,CTPQAXVNYGZUAJ-UHFFFAOYSA-N,580.05539,49,49,10.0,403.08,383.706935507,-10.004720583,2
C6H14O12P2,YXWOAJXNVLXPMU-UHFFFAOYSA-N,340.115684,34,34,6.0,223.06,245.113134978,-5.93518657499,2
C3H5N3,QRZMXADUXZADTF-UHFFFAOYSA-N,83.0919,11,11,0.0,54.7,64.9053171005,-0.934150460435,0
C5H13NO4S,HSWOXTZIHSLRPN-UHFFFAOYSA-N,183.22602,24,23,4.0,69.67,159.703072898,-5.2271225807,0
C5H14NO4S,HSWOXTZIHSLRPN-UHFFFAOYSA-N,184.23396,25,24,4.0,66.84,161.021302249,-5.2271225807,0
C4H6O4,ZIYVHBGGAOATLY-UHFFFAOYSA-N,118.08804,14,13,2.0,74.6,107.628386605,-0.352897847612,0
C11H17N3O7S,FHXAGOICBFGEBF-UHFFFAOYSA-N,335.33358,39,38,13.0,175.89,298.660887667,-1.96486420175,1
C6H13NO8S,PRDZVHCOEWJPOB-UHFFFAOYSA-N,259.23432,29,29,3.0,156.55,199.803505625,-4.57583904998,1
C2H5O4P,YEMKIGUKNDOZEG-UHFFFAOYSA-N,124.032462,12,11,2.0,84.41,95.500129462,-2.13730794611,0
O6S3,KRURGYOKPVLRHQ-UHFFFAOYSA-N,192.1914,9,8,2.0,114.4,114.188432376,-4.95757841457,0
H2O6S3,KRURGYOKPVLRHQ-UHFFFAOYSA-N,194.20728,11,10,2.0,108.74,116.824891077,-4.95757841457,0
C21H35N9O15P2,IWVSYNGKNZFSSA-UHFFFAOYSA-N,715.501424,82,85,17.0,404.64,555.206298034,-3.03959016103,2
C6H12O4S,OLVVOVIFTBSBBH-UHFFFAOYSA-N,180.22208,23,23,2.0,69.92,153.645838615,-1.32928556332,0
C9H17NO6S,IQFWYNFDWRYSRA-UHFFFAOYSA-N,267.29938,34,34,6.0,133.24,231.474547401,-1.97708829053,1
C9H21N3O,MQTAVJHICJWXBR-UHFFFAOYSA-N,187.28254,34,33,9.0,67.15,203.364368958,0.327668175156,0
C10H17N3O2S,XFLVBMBRLSCJAI-UHFFFAOYSA-N,243.32588,33,34,5.0,84.22,220.610228239,0.155930032311,0
C20H26N10O13P2S2,VQAGYJCYOLHZDH-UHFFFAOYSA-N,740.557164,73,78,9.0,443.85,527.458833527,-1.13664439968,2
C5H7NO3,ODHCTXKNWHHXJC-UHFFFAOYSA-N,129.11398,16,16,1.0,66.4,114.774446038,-0.741458766166,0
C5H11N3O2,TUHVEAJXIMEOSA-UHFFFAOYSA-N,145.15974,21,20,5.0,101.7,140.334198454,0.0808774193042,0
C8H18N4O2,YDGMGEXADBMOMJ-UHFFFAOYSA-N,202.25412,32,31,7.0,104.94,203.21891254,0.373379329326,0
C5H13N3O,YANFYYGANIYHGI-UHFFFAOYSA-N,131.17622,22,21,5.0,81.14,134.180430454,-0.64799910281,0
C3H7N3O2,BEDUQUWHWOZQNJ-UHFFFAOYSA-N,117.10658,15,14,3.0,98.21,105.742229202,-1.99964470548,0
C3H4N2O,CAAMSDWKXXPUJR-UHFFFAOYSA-N,84.07666,10,10,0.0,41.46,73.5987835929,-0.796150460435,0
C9H15N4O9P,LZEXYCAGPMYXLX-UHFFFAOYSA-N,354.210562,38,39,5.0,230.03,263.624361375,-3.53935652722,2
C12H21N3O13P2,HHPOUCCVONEPRK-UHFFFAOYSA-N,477.254964,51,52,10.0,272.97,359.503715255,-4.16937537041,2
C10H17N5O16P4,WWMWAMFHUSTZTA-UHFFFAOYSA-N,587.160928,52,54,10.0,364.9,387.037535936,-5.42923084159,2
C20H28N10O21P4,OLGWXCQXRSSQPO-UHFFFAOYSA-N,868.385768,83,88,14.0,513.15,589.517105832,-3.57688378779,2
H3O9P3,AZSFNUJOCKMOGB-UHFFFAOYSA-N,239.939706,15,15,0.0,180.75,123.893800529,-5.08568609416,0
C12H20N4O10P3S,MPCOWIHPKUYXCK-UHFFFAOYSA-N,505.294286,50,51,10.0,274.22,367.611384776,-3.28079277777,2
C12H10O4,QPGAZPBFRAAJBD-UHFFFAOYSA-N,218.2054,26,26,6.0,71.44,209.557511407,1.3347851023,0
C7H10O7,HHKPKXCSHMJWCF-UHFFFAOYSA-N,206.1501,24,23,5.0,132.13,183.250561883,-0.816013499495,0
C17H18N5O10P,ULPVJDOMCRTJSN-UHFFFAOYSA-N,483.326082,51,54,7.0,242.41,362.084014385,-0.0848170775134,2
C7H10O7,YNOXCRMFGMSKIJ-UHFFFAOYSA-N,206.1501,24,23,5.0,132.13,183.250561883,-0.816013499495,0
C6H14O10P2,SIGQQUBJQXSAMW-UHFFFAOYSA-N,308.116884,32,31,8.0,190.44,237.252681577,-3.38739659834,0
C43H50N4O16,VNBNVFSXZUYRKF-UHFFFAOYSA-N,878.8743,113,117,20.0,354.37,811.148832938,0.538160948599,2
C43H50N4O17,XJMAPDWWEYBIHV-UHFFFAOYSA-N,894.8737,114,119,18.0,363.6,810.219059638,0.740517879044,2
C6H11O9P,OLUPOJQIFXQXIT-UHFFFAOYSA-N,258.119902,27,26,7.0,171.4,205.998742767,-3.46857196599,0
C18H40NO5P,YHEDRJPUIRMZMP-UHFFFAOYSA-N,381.487662,65,64,18.0,122.82,394.659329085,1.57164857403,0
C25H42N7O18P3S,QHHKKMYHDBRONY-UHFFFAOYSA-N,853.623366,96,98,24.0,413.29,676.823673688,-4.35749260421,2
C44H52N4O17,IOBDBIPWYQGVMM-UHFFFAOYSA-N,908.90028,117,121,21.0,368.01,848.135044264,0.026503174326,2
C5H6O4,VHKNBDIQDAXGBL-UHFFFAOYSA-N,130.09874,15,14,4.0,71.44,122.28791253,-0.852191682176,0
C4H4O6,RMHHUKGVZFVHED-UHFFFAOYSA-N,148.07096,14,13,3.0,111.9,122.572381305,-2.00925168241,0
C4H6O5,BJEPYKJPYRNKOW-UHFFFAOYSA-N,134.08744,15,14,3.0,94.83,116.418613305,-1.14056166214,0
C45H54N4O17,OUPXZNRNMLYOGK-UHFFFAOYSA-N,922.92686,120,124,21.0,364.58,876.33102889,0.190046469476,2
C3H6O,NBBJYMSMWIIQGU-UHFFFAOYSA-N,58.07914,10,9,1.0,17.07,66.5981805782,0.201878463895,0
C6H11NO4,FCXZBWSIAGGPCB-UHFFFAOYSA-N,161.15584,22,21,5.0,89.62,153.217116065,-0.353409041204,0
C2H5O6P,ASCFNMCAHFUBCO-UHFFFAOYSA-N,156.031262,14,13,3.0,113.87,113.080582863,-2.8849288649,0
C20H24N8O6,YCWUVLPMLLBDCU-UHFFFAOYSA-N,472.45456,58,60,11.0,214.8,409.957629976,0.703189152759,2
C25H43N8O17P3S,CCSDHAPTHIKZLY-UHFFFAOYSA-N,852.638606,97,99,24.0,419.08,679.030207196,-4.62549260421,2
C44H54N4O16,CJGNMYWHRHHNGH-UHFFFAOYSA-N,894.91676,118,122,20.0,347.18,852.881276265,0.770249625161,2
H2Se,SPVXKVOXSXTJOY-UHFFFAOYSA-N,80.97588,3,2,0.0,0.0,31.3673702253,-1.041,0
C44H56N4O16,UZVGLSZJXWVSGT-UHFFFAOYSA-N,896.93264,120,124,20.0,347.18,855.517734965,0.838202064734,2
C4H7NO2,PAJPWUMXBYXFCZ-UHFFFAOYSA-N,101.10388,14,14,1.0,63.32,91.324693412,-0.641607753742,0
C45H60N4O14,LPJNFGOOIPHXHU-UHFFFAOYSA-N,880.9763,123,127,18.0,310.21,857.869724891,1.6224434248,2
C45H62N4O14,OJPCPVMJYANPLQ-UHFFFAOYSA-N,882.99218,125,129,18.0,310.54,860.506183592,1.6924443526,2
C45H64N6O12,OBSDOPNAKDHTOG-UHFFFAOYSA-N,881.02266,127,131,18.0,322.12,864.919250607,0.880444352603,2
C45H64CoN6O12,YQSFSUFQKPICDG-UHFFFAOYSA-N,939.955855,128,131,18.0,322.12,864.919250607,0.880444352603,2
CHNO,XLJMAIOERFSOGZ-UHFFFAOYSA-N,43.02474,4,3,0.0,44.02,40.3665128338,-1.43378910479,0
C7H5NO3,DWDYIKPLZWMXPU-UHFFFAOYSA-N,151.1195,16,16,2.0,62.89,130.557039187,1.61037774127,0
C6H6O4,HPEKPJGPWNSAAV-UHFFFAOYSA-N,142.10944,16,16,2.0,63.6,127.227438455,-0.0544781426844,0
C7H6O6,DHCUIDTZCMREHG-UHFFFAOYSA-N,186.11894,19,19,3.0,100.9,159.467417781,-0.539243177521,0
AsO3,GCPXMJHSNVMWNM-UHFFFAOYSA-N,122.9198,4,3,0.0,69.18,52.8925284297,-3.77456926097,0
AsH3O3,GCPXMJHSNVMWNM-UHFFFAOYSA-N,125.94362,7,6,0.0,60.69,56.8472164809,-3.77456926097,0
C2H5O5P,XUYJLQHKOGNDPB-UHFFFAOYSA-N,140.031862,13,12,2.0,104.64,104.290356163,-2.11297176064,0
C8H8O4,CFFZDZCDUFSOFZ-UHFFFAOYSA-N,168.14672,20,20,2.0,77.76,148.282949006,0.657902107185,0
C8H8O6,JCYNPXMAUUAOMA-UHFFFAOYSA-N,200.14552,22,21,7.0,111.9,186.483402407,-0.711626263484,0
C8H8O7,OREOUSGODLITNB-UHFFFAOYSA-N,216.14492,23,22,7.0,132.13,195.273629108,-1.47076181038,0
C8H8O7,WHGVLEMQINVDLH-UHFFFAOYSA-N,216.14492,23,22,7.0,128.97,195.273629108,-0.658761810381,0
C7H8O5,ZBCBETMBSDTINL-UHFFFAOYSA-N,172.13542,20,19,6.0,94.83,163.033649781,-0.187286073259,0
C7H10O6,HNOAJOYERZTSNK-UHFFFAOYSA-N,190.1507,23,22,6.0,111.9,174.460335183,-0.868877952599,0
C7H13NO2,OPKNWNPCAQNKTI-UHFFFAOYSA-N,143.18362,23,23,1.0,43.37,143.21264729,-3.18523402393,0
C7H14NO2,OPKNWNPCAQNKTI-UHFFFAOYSA-N,144.19156,24,24,1.0,40.54,144.53087664,-3.18523402393,0
C9H13NO6,XTOKIEIBKARFSZ-UHFFFAOYSA-N,231.20262,29,28,9.0,120.77,217.412605942,-0.661646094819,0
C6H11NO2,CWLQUGTUXBXTLF-UHFFFAOYSA-N,129.15704,20,20,1.0,40.54,125.916662664,0.145544867196,0
C6H11N3O3,ARBHXJXXVVHMET-UHFFFAOYSA-N,173.16984,23,22,6.0,118.77,163.78395108,-0.410099061475,0
C5H11N3O,VCOFTLCIPLEZKE-UHFFFAOYSA-N,129.16034,20,19,5.0,81.47,131.543971754,0.0565412338338,0
C6H10O6,UCYNJPYWOSFBAT-UHFFFAOYSA-N,178.14,22,21,5.0,115.06,159.800809258,-1.93736614547,0
C6H11O6PS,HKEAOVFNWRDVAJ-UHFFFAOYSA-N,242.186702,25,24,7.0,110.71,198.137086723,-2.03409906148,0
C6H10O3S,CILXJJLQPTUUSS-UHFFFAOYSA-N,162.2068,20,19,5.0,57.53,151.939153214,-0.38191479616,0
C4H8O2S,CAOMCZAIALVUPA-UHFFFAOYSA-N,120.17012,15,14,3.0,37.3,111.193415962,0.586172402447,0
C6H13NO2,SLXKOJJOQWFEFD-UHFFFAOYSA-N,131.17292,22,21,5.0,63.32,138.273121364,0.537544867196,0
C8H9HgO2,VZMLVEGOODGDCT-UHFFFAOYSA-N,337.74586,20,19,0.0,37.3,132.020724955,1.76551269389,0
C6H5Hg,DCNLOVYDMCVNRZ-UHFFFAOYSA-N,277.6939,12,12,0.0,0.0,73.9283023024,2.2549215488,0
C12H8O,TXCDCPKCNAJMEE-UHFFFAOYSA-N,168.19132,21,23,0.0,13.14,139.310372605,3.00298027756,0
C12H10O3,USBNIYMZDQVDSO-UHFFFAOYSA-N,202.206,25,26,1.0,60.69,180.147284706,1.94641101658,0
C12H10O4,YOVXRIACERVBAG-UHFFFAOYSA-N,218.2054,26,26,6.0,74.6,209.557511407,1.0667851023,0
C12H21NO4S2,RJCJWONCSKSHES-UHFFFAOYSA-N,307.42944,40,39,12.0,136.26,291.374613234,1.0237037855,0
C4H10NO5P,GJXWDTUCERCKIX-UHFFFAOYSA-N,183.099662,21,20,5.0,107.88,149.879085622,-1.5065187664,0
C40H56,OENHQHLEOONYIE-UHFFFAOYSA-N,536.87264,96,97,19.0,0.0,646.681880625,9.34937463846,1
C12H24NO10,YSSVZJMPTIHRPG-UHFFFAOYSA-N,342.31966,47,48,3.0,207.94,291.612613374,-8.39389836697,2
C12H23NO10,HEPUIGACZYVUCD-UHFFFAOYSA-N,341.31172,46,47,3.0,206.32,290.294384023,-4.70989836697,2
C14H25NO11,MRKTUVZZZRUSQR-UHFFFAOYSA-N,383.3484,51,52,5.0,209.4,331.040121275,-4.63049808255,2
C17H30N2O12S,MQBCDKMPXVYCGO-UHFFFAOYSA-N,486.4913,62,63,9.0,277.3,418.587627418,-4.99979739752,2
C5H9NO3S,PWKSKIMOESPYIA-UHFFFAOYSA-N,163.19486,19,18,4.0,105.2,145.639928796,-0.349458766166,0
C34H58N4O24S2,YKSIHFDRGQQOCJ-UHFFFAOYSA-N,970.96672,122,125,21.0,477.0,828.618796135,-10.3341406113,2
C11H15N2O,RCLIWXCVLUYPLA-UHFFFAOYSA-N,191.2496,29,30,1.0,25.24,184.755513848,1.0437921363,0
C10H8O4,LGYIZQLNYONEFJ-UHFFFAOYSA-N,192.16812,22,23,1.0,66.76,167.882000856,0.532588254031,0
C10H8O4,HMXOGGUFCBUALL-UHFFFAOYSA-N,192.16812,22,22,4.0,74.6,177.602000856,0.842073916866,0
C4H9N3O2,CVSVTCORWBXHQV-UHFFFAOYSA-N,131.13316,18,17,3.0,78.59,123.038213828,-0.328561662141,0
C4H10N3O5P,DRBBFCLWYRJSJZ-UHFFFAOYSA-N,211.113062,23,22,5.0,146.26,169.236147338,-1.89271656889,0
C4H7N3O,DDRJAANPRJIHGJ-UHFFFAOYSA-N,113.11788,15,15,0.0,58.69,101.891528427,-0.338897847612,0
C7H13NO2,IHXFCKYBPXQPAS-UHFFFAOYSA-N,143.18362,23,22,4.0,43.37,152.93264729,-2.90069368728,0
C7H14NO2,IHXFCKYBPXQPAS-UHFFFAOYSA-N,144.19156,24,23,4.0,40.54,154.25087664,-2.90069368728,0
C28H48N8O17P3S,OKPDWQFXQQFDSV-UHFFFAOYSA-N,893.710406,105,107,26.0,396.3,729.599931723,-7.51013578345,2
C25H40N7O17P3S,KFWWCMJSYSSPSK-UHFFFAOYSA-N,835.608086,93,95,24.0,393.06,665.396988287,-4.03324202186,2
C9H16N3O14P3,PCDQPRRSZKQHHS-UHFFFAOYSA-N,483.156326,45,46,8.0,299.85,336.233241486,-5.00732979425,2
C3H7NO2S,XUJNEKJLAYXESH-UHFFFAOYSA-N,121.15818,14,13,2.0,102.12,104.894191544,-0.702690797079,0
C6H12N2O4S2,LEVWYRKDKASIDU-UHFFFAOYSA-N,240.30048,26,25,7.0,126.64,201.231924388,-1.12536614547,1
C9H13N3O5,UHDGCWIWMRVCDJ-UHFFFAOYSA-N,243.21662,30,31,2.0,130.83,197.639440957,-0.769610209475,0
C4H5N3O,OPTASPLRGRRNAP-UHFFFAOYSA-N,111.102,13,13,0.0,71.77,88.3550697261,-1.11763076362,0
C2H6O3S2,ZNEWHQLOPFWXOF-UHFFFAOYSA-N,142.19724,13,12,2.0,93.17,106.537156169,-1.32947751559,0
C5H6O6,WXSKVKPSMAHCSG-UHFFFAOYSA-N,162.09754,17,16,4.0,111.9,139.868365931,-1.59981260097,0
C6H11O9P,IJOJIVNDFQSGAB-UHFFFAOYSA-N,258.119902,27,27,3.0,163.56,196.278742767,-3.76383904998,0
C6H12N2O3,DEFJQIDDEAULHB-UHFFFAOYSA-N,160.17108,23,22,4.0,92.42,155.423649572,-0.759409041204,0
C3H7NO2,QNAYBMKLOCPYGJ-UHFFFAOYSA-N,89.09318,13,12,1.0,63.32,86.3851674869,-0.702690797079,0
C6H13O9P,GSXOAOHZAIYLCY-UHFFFAOYSA-N,260.135782,29,28,7.0,174.56,208.635201468,-4.18383904998,1
C6H12O7,RGHNJXZEOKUKBD-UHFFFAOYSA-N,196.15528,25,24,5.0,138.45,171.227494659,-2.58904202901,1
C28H50N8O18P3S,JHGJEIWKOPNGJY-UHFFFAOYSA-N,911.725686,108,110,26.0,416.53,741.026617124,-8.36773198465,2
C6H11N2O6P,HFYBTHCYPKEDQQ-UHFFFAOYSA-N,238.135102,26,26,5.0,145.71,178.365124381,-3.12156394795,0
C6H10O8,DSLZVSRJTYRBFB-UHFFFAOYSA-N,210.1388,24,23,5.0,155.52,177.381262659,-2.63283103194,1
C6H10O6,SXZYCXMUPBBULW-UHFFFAOYSA-N,178.14,22,22,2.0,107.22,150.080809258,-2.22190648211,0
C6H14NO8P,XHMJOUIAFHJHBW-UHFFFAOYSA-N,259.151022,30,30,3.0,172.51,201.121734976,-4.46837938662,1
C6H10O7,AEMOLEFTQBMNLQ-UHFFFAOYSA-N,194.1394,23,23,1.0,127.45,158.871035958,-2.98104202901,0
C5H9NO4,WHUUTDBJXJRKMK-UHFFFAOYSA-N,147.12926,19,18,4.0,100.62,135.921131439,-0.731122580696,0
C3H6O3,JVTAAEKCZFNVCJ-UHFFFAOYSA-N,90.07794,12,11,1.0,57.53,84.1786339793,-0.702690797079,0
C25H40N7O19P3S,MZFOKIKEPGUZEN-UHFFFAOYSA-N,867.606886,95,97,24.0,430.36,682.977441688,-4.5480626134,2
C5H9NO2,ONIBWKKTOPOVIA-UHFFFAOYSA-N,115.13046,17,17,1.0,49.33,108.620678038,-0.232168672296,0
C5H11O8P,NBOCCPQHBPGYCX-UHFFFAOYSA-N,230.109802,25,24,6.0,154.33,182.548990142,-3.82254457143,0
C7H15O10P,JDTUMPKOJBQPKX-UHFFFAOYSA-N,290.161762,33,32,8.0,194.79,234.721412795,-4.56144257346,1
C3H7NO3,MTCFGRXMJLQNBG-UHFFFAOYSA-N,105.09258,14,13,2.0,83.55,95.1753941875,-1.51052122759,0
C6H15O9P,GACTWZZMVMUKNG-UHFFFAOYSA-N,262.151662,31,30,7.0,177.72,211.271660169,-4.07637938662,1
C5H10O5,ZAQJHHRNXZUBTE-UHFFFAOYSA-N,150.1299,20,19,4.0,97.99,136.351056632,-2.24766291734,0
C10H15N5O9P2,DAEAPNUQQAICNR-UHFFFAOYSA-N,411.201724,41,43,6.0,231.99,285.851442216,-2.07996445205,2
C10H14N5O6P,KHWCHTKSEGGWEX-UHFFFAOYSA-N,331.221822,36,38,4.0,175.65,239.653508706,-0.407870292336,1
C10H16N5O12P3,SUYVUBYJARFZHO-UHFFFAOYSA-N,491.181626,46,48,8.0,288.33,332.049375725,-3.43573994297,2
C9H15N3O10P2,FTDHDKPUHBLBTL-UHFFFAOYSA-N,387.177024,39,40,6.0,223.28,281.245081276,-2.9432639791,2
C9H14N3O7P,NCMVOABPESMRCP-UHFFFAOYSA-N,307.197122,34,35,4.0,166.94,235.047147766,-1.51780808479,0
