formula,inchikey,mass,atom-count,bond-count,rotatable-bonds,tpsa,vabc,moriguchi-logp,rule-of-five-violations
C34H46N4O4,AYFBGXSBTUKFIE-UHFFFAOYSA-N,574.75344,88,92,8.0,122.72,590.257461804,3.06224648122,1
H,UFHFLCQGNIYNRP-UHFFFAOYSA-N,1.00794,1,0,0.0,0.0,7.2382293504,-1.041,0
C34H52N4O4,PDLRSACZRWHPNY-UHFFFAOYSA-N,580.80108,94,98,8.0,123.05,598.166837906,3.29520107744,0
C5H13O14P3,PQGCEDQWHSBAJP-UHFFFAOYSA-N,390.069606,35,35,7.0,259.17,265.224857161,-7.01423005109,2
C9H13N2O9P,MOBMOJGXNHLLIR-UHFFFAOYSA-N,324.181282,34,35,4.0,191.98,241.630840959,-3.4593481755,2
C6H4N4,CPNGPNLZQNNVQM-UHFFFAOYSA-N,132.12276,14,15,0.0,51.56,96.6241963831,0.841249180515,0
C5H4N4,KDCGOANMDULRCW-UHFFFAOYSA-N,120.11206,13,14,0.0,54.46,81.964670458,1.0934430929,0
C4H12N2,KIDHWZJUCRJVML-UHFFFAOYSA-N,88.15148,18,17,3.0,52.04,99.7339176206,-0.0808275975532,0
C5H5N3O,IPEHBUMCGVEMRF-UHFFFAOYSA-N,123.1127,14,14,1.0,68.87,103.014595651,-1.4725569071,0
C5H4N2O2,NIPZZXUFJPQHNH-UHFFFAOYSA-N,124.09746,13,13,1.0,63.08,100.808062144,-1.0665569071,0
C3H4N2,WTKZEGDFNFYCGP-UHFFFAOYSA-N,68.07726,9,9,0.0,28.68,53.9085568923,-1.17837030425,0
C5H5N,JUJWROOIHBZHMG-UHFFFAOYSA-N,79.0999,11,11,0.0,12.89,74.8673072351,0.468208009313,0
C8H9NO3,RADKZDMFGJYCBB-UHFFFAOYSA-N,167.16196,21,21,2.0,70.42,150.489482514,-0.546097892815,0
C8H10NO6P,NGVDGCNFYWLIFO-UHFFFAOYSA-N,247.141862,26,26,4.0,126.76,196.687416023,-2.13876181038,0
C8H12N2O2,NHZMQXZHNVQTQA-UHFFFAOYSA-N,168.19308,24,24,2.0,79.37,155.332474722,-0.723732667893,0
C8H13N2O5P,ZMJGSOSNSPKHNH-UHFFFAOYSA-N,248.172982,29,29,4.0,135.71,201.530408232,-2.3208543585,0
C8H11NO3,LXNHXLLTXMVWPM-UHFFFAOYSA-N,169.17784,23,23,2.0,73.58,153.125941214,-0.723732667893,0
C8H12NO6P,WHOMFKWHIQZTHY-UHFFFAOYSA-N,249.157742,28,28,4.0,129.92,199.323874724,-2.3208543585,0
C4H6N2,WCFAPJDPAPDDAQ-UHFFFAOYSA-N,82.10384,12,12,0.0,24.39,82.1045415182,-0.725287260909,0
C6H6O3,WQGWDDDVZFFDIG-UHFFFAOYSA-N,126.11004,15,15,0.0,60.69,107.537211754,0.32535228783,0
H3O7P2,XPPKVPWEQAFLFU-UHFFFAOYSA-N,176.967144,12,11,2.0,146.74,108.42432307,-5.52961582053,0
C5H7NO3,WFOFKRKDDKGRIK-UHFFFAOYSA-N,129.11398,16,16,1.0,69.89,114.774446038,-1.14745876617,0
C3H4O3,LCTONWCANYUPML-UHFFFAOYSA-N,88.06206,10,9,1.0,54.37,81.5421752785,-0.810150460435,0
O4P,NBIIXXVUZAFLBC-UHFFFAOYSA-N,94.971362,5,4,0.0,96.06,59.5899308598,-3.91539969149,0
C19H28O4,RNUCUWWMTTWKAH-UHFFFAOYSA-N,320.42322,51,51,9.0,58.92,335.90232119,3.2431488219,0
C12H13N5O3,LAIOPTKSQBPSHG-UHFFFAOYSA-N,275.26332,33,35,3.0,134.25,222.774627047,1.0574947808,0
C7H12O6,AAWZDTNXLSGCEK-UHFFFAOYSA-N,192.16658,25,25,1.0,118.22,167.376793884,-1.86868537323,0
C20H24N2O2,LOUPRKONTZGTKE-UHFFFAOYSA-N,324.41676,48,51,4.0,45.59,307.005538028,2.46013607784,0
C7H5NO4,GJAWHXHKYYXBSV-UHFFFAOYSA-N,167.1189,17,17,2.0,87.49,139.347265887,-0.129193525138,0
C29H44N5O18P,PBRJZMPOBGVLQS-UHFFFAOYSA-N,781.656122,97,99,22.0,385.55,674.114102201,-3.9059888627,2
C2H6S,QMMFVYPAHWMCMS-UHFFFAOYSA-N,62.13404,9,8,0.0,0.0,61.6574520101,0.844551408739,0
C51H76O2,SCDBWOQTPYJUHA-UHFFFAOYSA-N,721.14794,129,130,31.0,40.46,840.98170621,9.16588743316,1
C20H28O,NCYCYZXNIZJOKI-UHFFFAOYSA-N,284.43572,49,49,9.0,17.07,335.091167013,4.84053576933,0
C20H30O,FPIPGXGPPPQFEQ-UHFFFAOYSA-N,286.4516,51,51,9.0,20.23,337.727625714,4.9230501065,0
C17H20N4O6,AUNGANRZJHBGPY-UHFFFAOYSA-N,376.3639,47,49,5.0,157.27,321.992011369,-0.287992898001,0
C5H12O11P2,AAAFZMYJJHWUPN-UHFFFAOYSA-N,310.089704,30,30,5.0,202.83,219.026923652,-5.59591731253,2
C5H11O8P,YXJDFQJKERBOBM-UHFFFAOYSA-N,230.109802,25,25,3.0,146.49,172.828990142,-4.10708490808,0
C10H19NO2S2,ARGXEXVCHMNAQU-UHFFFAOYSA-N,249.39336,34,33,9.0,98.96,241.838649282,1.33142427736,0
C15H20N5O6S,PNFQAIMFHXGARL-UHFFFAOYSA-N,398.4142,47,49,7.0,173.68,320.860514434,0.605642320446,1
C14H23N6O3S,NWSGEVVLJROGIG-UHFFFAOYSA-N,355.43582,47,49,6.0,145.33,293.463527316,1.42829163817,1
C15H23N6O5S,MMCXBMRNEYDXKG-UHFFFAOYSA-N,399.44532,50,52,7.0,182.63,325.703506642,0.956156657611,2
C5H9NO4S,GBFLZEXEOZUWRN-UHFFFAOYSA-N,179.19426,20,19,5.0,100.62,154.430155497,-0.731122580696,0
C5H8O5,XFTRTWQBIOMVPK-UHFFFAOYSA-N,148.11402,18,17,3.0,94.83,133.714597931,-0.731122580696,0
C11H19N3O7S,PIUSLWSYOYFRFR-UHFFFAOYSA-N,337.34946,41,40,13.0,179.05,301.297346368,-1.87895674987,1
C13H21N3O8S,VDYDCVUWILIYQF-UHFFFAOYSA-N,379.38614,46,45,14.0,196.12,342.04308362,-2.1355491875,2
O3S2,DHCDFWKWKRSZHF-UHFFFAOYSA-N,112.1282,5,4,0.0,95.28,69.3087282169,-3.21502892433,0
O4S2,GRWZHXKQBITJKP-UHFFFAOYSA-N,128.1276,6,5,1.0,80.26,78.0989549174,-3.21085935484,0
C11H20N2O6,ZDGJAHTZVHVLOT-UHFFFAOYSA-N,276.2863,39,38,11.0,149.95,265.637794103,-0.318758874554,1
C3H7NO2,FSYKKLYZXJSNPZ-UHFFFAOYSA-N,89.09318,13,12,2.0,49.33,86.3851674869,-0.702690797079,0
H2O4Se,QYHFIVBSNOWOCQ-UHFFFAOYSA-N,144.97348,7,6,0.0,74.6,66.5282770276,-4.83485935484,0
O3Se,MCAHWIHFGHIESP-UHFFFAOYSA-N,126.9582,4,3,0.0,63.19,55.1015916262,-3.91956926097,0
H2O3Se,MCAHWIHFGHIESP-UHFFFAOYSA-N,128.97408,6,5,0.0,57.53,57.738050327,-3.91956926097,0
H3O3PSe,JRPHGDYSKGJTKZ-UHFFFAOYSA-N,160.955782,8,7,0.0,70.5,77.565303735,-3.91956926097,0
C13H19N6O9P,UVSYURUCZPPUQD-UHFFFAOYSA-N,434.298522,48,50,8.0,248.2,326.272444193,-1.93618850102,2
C7H10O5,JXOHGGNKMLTUBP-UHFFFAOYSA-N,174.1513,22,22,1.0,97.99,155.950108482,-0.812187932327,0
C7H11O8P,QYOJSKGCWNAKGW-UHFFFAOYSA-N,254.131202,27,27,3.0,154.33,202.148041992,-2.37634283907,0
C42H49FeN4O16,OUUGQWDCTXLRCR-UHFFFAOYSA-N,921.70066,112,115,20.0,320.48,816.971077662,0.506585534673,2
C42H52N4O16,ANGFWOBACQUTIY-UHFFFAOYSA-N,868.87948,114,118,20.0,346.85,820.925765714,0.506585534673,2
C42H48N4O16,LMJHHAAWTOMXOQ-UHFFFAOYSA-N,864.84772,110,114,20.0,347.51,815.652848312,0.37158140446,2
O3S,LSNNMFCWUKXFEE-UHFFFAOYSA-N,80.0632,4,3,0.0,63.19,50.7997041593,-3.10756926097,0
H2O3S,LSNNMFCWUKXFEE-UHFFFAOYSA-N,82.07908,6,5,0.0,57.53,53.4361628601,-3.10756926097,0
C6H12O6,BJHIKXHVCXFQLS-UHFFFAOYSA-N,180.15588,24,23,5.0,118.22,162.437267959,-2.64190648211,0
C7H19N3,ATHGHQPFGPMSJY-UHFFFAOYSA-N,145.24586,29,28,7.0,64.07,162.618631706,0.223765976073,0
C10H26N4,PFNFFQXMRSDOHW-UHFFFAOYSA-N,202.34024,40,39,11.0,76.1,225.503345792,0.370053510197,1
C18H37NO2,WWUZIQQURGPMPG-UHFFFAOYSA-N,299.49188,58,57,16.0,66.48,345.824936875,3.12709992333,0
C30H50,YYGNTYWPHWGJRM-UHFFFAOYSA-N,410.718,80,79,21.0,0.0,511.617245272,7.92501401453,1
C39H70N7O17P3S,SIARJEKBADXQJG-UHFFFAOYSA-N,1033.996086,137,139,38.0,393.06,910.17723175,-1.33645360426,2
C17H28O,FPXSXMFOYWRHDX-UHFFFAOYSA-N,248.40362,46,49,0.0,20.23,261.952589238,4.35910032625,0
C17H28,UACIBCPNAKBWHX-UHFFFAOYSA-N,232.40422,45,48,0.0,0.0,253.162362537,5.37610032625,1
C4H6O4,KDYFGRWQOYBRFD-UHFFFAOYSA-N,118.08804,14,13,3.0,74.6,107.628386605,-0.352897847612,0
C25H40N7O19P3S,VNOYUJKHFWYWIR-UHFFFAOYSA-N,867.606886,95,97,25.0,430.36,682.977441688,-4.2800626134,2
C4H6O3,UIUJIQZEACWQSV-UHFFFAOYSA-N,102.08864,13,12,3.0,54.37,98.8381599044,-0.357067417097,0
C16H25N4O10P2S,GXWBOZOVLMVNJR-UHFFFAOYSA-N,527.403024,58,59,13.0,264.41,414.331611171,-2.23988128465,2
C11H12O6,QAFNUNMMPHBWNT-UHFFFAOYSA-N,240.20938,29,29,5.0,111.9,226.014897584,0.20043333512,0
C12H22O11,CZMRCDWAGMRECN-UHFFFAOYSA-N,342.29648,45,46,5.0,189.53,288.087850516,-4.70989836697,2
C12H23O14P,PJTTXANTBQDXME-UHFFFAOYSA-N,422.276382,50,51,7.0,245.87,334.285784025,-6.17647818952,2
O4S,QAOWNCQODCNURD-UHFFFAOYSA-N,96.0626,5,4,0.0,80.26,59.5899308598,-4.02285935484,0
H2O4S,QAOWNCQODCNURD-UHFFFAOYSA-N,98.07848,7,6,0.0,74.6,62.2263895606,-4.02285935484,0
O2S,RAHZWNYVWXNFOC-UHFFFAOYSA-N,64.0638,3,2,0.0,34.14,42.0094774587,-3.19124876814,0
C50H84O7P2,FSCYHDCTHRVSKN-UHFFFAOYSA-N,859.145284,143,142,42.0,132.91,948.177196706,6.67204592216,1
C55H92O7P2,NTXGVHCCXVHYCL-UHFFFAOYSA-N,927.262304,156,155,46.0,132.91,1032.02066113,7.36758854709,1
C3H4O4,QWBAFPFNGRFSFB-UHFFFAOYSA-N,104.06146,11,10,2.0,74.6,90.332401979,-1.61798089095,0
C2H7NO3S,XOAAWQZATWQOTB-UHFFFAOYSA-N,125.14688,14,13,2.0,80.39,99.02489232,-2.13730794611,0
C10H16N2O11P2,UJLXYODCHAELLY-UHFFFAOYSA-N,402.188364,41,42,6.0,217.23,296.334532394,-3.04587864406,1
C9H15N5O3,FNKQXYHWGSIFBK-UHFFFAOYSA-N,241.2471,32,33,2.0,136.29,202.052507972,-0.639610209475,1
C35H62N7O17P3S,DUAFKXOFBZQTQE-UHFFFAOYSA-N,977.889766,125,127,34.0,393.06,840.993293246,-2.04093494072,2
C4H8S,RAOIDOHSFRTOEL-UHFFFAOYSA-N,88.17132,13,13,0.0,0.0,83.8929625611,1.42496150723,0
C4H8OS,ISXOBTBCNRIIQO-UHFFFAOYSA-N,104.17072,14,14,0.0,17.07,92.6831892616,0.262961507233,0
C19H23N7O6,MSTNYGQPCMXVAQ-UHFFFAOYSA-N,445.42922,55,57,10.0,211.56,384.301343843,0.443212990431,2
C12H17N4OS,NRFUQFSJQZTSJH-UHFFFAOYSA-N,265.35458,35,36,4.0,105.2,229.017584247,1.1294311087,0
C12H18N4O4PS,LEZVGDPNCYYCAY-UHFFFAOYSA-N,345.334482,40,41,6.0,161.54,275.215517757,-0.420505219197,0
C12H19N4O7P2S,ASEHNVZSWJFOKC-UHFFFAOYSA-N,425.314384,45,46,8.0,217.88,321.413451266,-1.88167344407,1
C2H4O2S,CWERGRDVMFNCDR-UHFFFAOYSA-N,92.11696,9,8,1.0,76.1,76.6014467105,-0.386237696047,0
C10H14N2O5,IQFYYKKMVGJFEH-UHFFFAOYSA-N,242.22856,31,32,2.0,104.55,203.938665375,-0.123895534857,0
C5H6N2O2,RWQNBRDOKXIBIV-UHFFFAOYSA-N,126.11334,15,15,0.0,65.72,103.444520844,-0.302191682176,0
C6H9NOS,BKAWJIRCKVUVED-UHFFFAOYSA-N,143.20676,18,18,2.0,61.36,122.09900132,0.0618653600282,0
C6H10NO4PS,OCYMERZCMYJQQO-UHFFFAOYSA-N,223.186662,23,23,4.0,117.7,168.29693483,-1.65414195721,0
C26H42N7O17P3S,PMWATMXOQQZNBX-UHFFFAOYSA-N,849.634666,96,98,24.0,393.06,682.692972913,-3.82889366743,2
C10H15N2O8P,GYOZYWVXFNDGLU-UHFFFAOYSA-N,322.208462,36,37,4.0,160.89,250.136598884,-1.62042274975,0
C7H8,YXFVVABEGXRONW-UHFFFAOYSA-N,92.13842,15,15,0.0,0.0,98.4625162787,2.60814265768,0
C7H10O2,FTZZKLFGNQOODA-UHFFFAOYSA-N,126.1531,19,19,0.0,40.46,129.579428381,0.807086468905,0
C27H42N7O19P3S,GXKSHRDAHFLWPN-UHFFFAOYSA-N,893.644166,99,101,26.0,430.36,714.932952239,-4.21366548362,2
C12H22O11,HDTRYLNUVZCQOY-UHFFFAOYSA-N,342.29648,45,46,4.0,189.53,288.087850516,-4.70989836697,2
C12H23O14P,LABSPYBHMPDTEL-UHFFFAOYSA-N,422.276382,50,51,6.0,245.87,334.285784025,-6.17647818952,2
C3H9NO,OCBJAYWUBFIMBM-UHFFFAOYSA-N,75.10966,14,13,0.0,26.3,80.2313994871,-3.40591064089,0
C3H9N,GETQZCLCWQTVFV-UHFFFAOYSA-N,59.11026,13,12,0.0,3.24,71.4411727866,0.346878463895,0
C3H9S,YRDGEBQKBARXFW-UHFFFAOYSA-N,77.16856,13,12,0.0,0.0,80.2716659864,1.3638784639,0
C11H12N2O2,QIVBCDIJIAJPQS-UHFFFAOYSA-N,204.22518,27,28,3.0,79.11,178.691052497,0.824054253911,0
C27H49N9O10S2,PHDOXVGRXXAYEB-UHFFFAOYSA-N,723.86226,97,96,33.0,390.87,678.347530987,-3.15340656158,2
C10H12N2,APJYDQYYACXCRM-UHFFFAOYSA-N,160.21568,24,25,2.0,41.81,146.451073171,1.45010629261,0
C10H17N2O14P3,NHVNXKFIZYSCEB-UHFFFAOYSA-N,482.168266,46,47,8.0,273.57,342.532465904,-4.41839637677,2
H2O4W,CMPGARWFYBADJI-UHFFFAOYSA-L,249.85348,7,6,0.0,74.6,37.797365503,-4.83485935484,0
C9H11NO3,OUYCCCASQSFEME-UHFFFAOYSA-N,181.18854,24,24,3.0,83.55,167.785467139,0.707110370868,0
C59H94O4,GNZHTGOWPPDWPN-UHFFFAOYSA-N,867.37526,157,157,41.0,58.92,1020.18649532,8.72490494989,1
C49H78O4,FLVUMORHBJZINO-UHFFFAOYSA-N,731.14122,131,131,33.0,58.92,852.499566462,7.35374485018,1
C59H90O4,ACTIUHUUMQJHFO-UHFFFAOYSA-N,863.3435,153,153,41.0,52.6,1004.01357792,9.6579729432,1
C49H74O4,ICFIZJQGJAJRSU-UHFFFAOYSA-N,727.10946,127,127,33.0,52.6,836.32664906,8.28207904478,1
C9H14N2O12P2,XCCTYIAWTASOJW-UHFFFAOYSA-N,404.161184,39,40,6.0,237.46,287.828774469,-4.05483544993,2
C28H43N5O23P2,OJZCATPXPWFLHF-UHFFFAOYSA-N,879.608244,101,103,23.0,447.28,720.596504486,-6.53637490498,2
C35H55N7O26P2,QUHLBZKCGUXHGP-UHFFFAOYSA-N,1051.790024,125,127,31.0,539.7,884.759679983,-7.39811333504,2
C20H29N3O19P2,BEGZZYPUNCJHKP-UHFFFAOYSA-N,677.400484,73,75,14.0,351.78,530.347117662,-5.70864747108,2
C23H36N4O20P2,NTMMCWJNQNKACG-UHFFFAOYSA-N,750.494264,85,87,17.0,380.88,602.022058448,-5.98396311212,2
C15H24N2O17P2,ZQLQOXLUCGXKHS-UHFFFAOYSA-N,566.301784,60,62,10.0,316.61,423.199357026,-5.84657160333,2
C14H22N2O16P2,DQQDLYVHOTZLOR-UHFFFAOYSA-N,536.275804,56,58,8.0,296.38,397.113145699,-5.41903000772,2
C15H24N2O17P2,HSCJRCZFDFQWRP-UHFFFAOYSA-N,566.301784,60,62,9.0,316.61,423.199357026,-5.84657160333,2
C17H27N3O17P2,LFTYTUAZOPRMMI-UHFFFAOYSA-N,607.353704,66,68,11.0,325.48,466.151627785,-5.71055396192,2
C17H25N3O18P2,DZOGQXKQLXAPND-UHFFFAOYSA-N,621.337224,65,67,11.0,342.55,472.305395785,-5.65504420589,2
C20H31N3O19P2,NQBRVZNDBBMBLJ-UHFFFAOYSA-N,679.416364,75,77,14.0,351.78,532.983576363,-5.63110795994,2
C31H53N3O19P2,TZSJGZGYQDNRRX-UHFFFAOYSA-N,833.708744,108,110,25.0,351.78,723.239407247,-3.37340690624,2
C29H51N3O18P2,ZFPNNOXCEDQJQS-UHFFFAOYSA-N,791.672064,103,105,23.0,348.7,682.493669996,-3.40913210868,2
C9H13N2O9P,DJJCXFVJDGTHFX-UHFFFAOYSA-N,324.181282,34,35,4.0,181.12,241.630840959,-2.6473481755,1
C55H91O4P,UFPHFKCTOZIAFY-UHFFFAOYSA-N,847.282402,151,150,44.0,76.57,985.822727625,8.94434594058,1
C4H4N2O2,ISAKRJDGNUQOIC-UHFFFAOYSA-N,112.08676,12,12,0.0,65.72,86.1485362185,-0.711630763622,0
C5H4N4O3,LEHOTFFKMJEONL-UHFFFAOYSA-N,168.11026,16,17,0.0,114.37,108.33535056,-0.559313372786,0
CH4N2O,XSQUKJJJFZCRTK-UHFFFAOYSA-N,60.05526,8,7,0.0,69.11,53.9997317428,-1.86356926097,0
C9H12N2O6,DRTQHJPVMGBUCF-UHFFFAOYSA-N,244.20138,29,30,2.0,124.78,195.432907449,-1.17561020947,0
C6H6N2O2,LOIYMIARKYCTBW-UHFFFAOYSA-N,138.12404,16,16,3.0,65.98,118.104046769,-0.144843367607,0
C40H44N4O16,HUHWZXWWOFSFKF-UHFFFAOYSA-N,836.79456,104,108,20.0,361.56,737.46087906,0.03358490532,2
C9H15N2O15P3,PGAVKCOVUIYSFO-UHFFFAOYSA-N,484.141086,44,45,8.0,293.8,334.026707978,-5.41332979425,2
C5H11NO2,KZSNJWFQEVHDMF-UHFFFAOYSA-N,117.14634,19,18,2.0,63.32,120.977136739,0.159831327704,0
C8H8O3,MWOOGOJBHIARFG-UHFFFAOYSA-N,152.14732,19,19,2.0,46.53,139.492722305,0.921732537699,0
C51H72O2,LXKDFTDVRVLXFY-UHFFFAOYSA-N,717.11618,125,126,31.0,34.14,824.808788808,10.0989554265,1
C5H4N4O2,LRFVTYWOQMYALW-UHFFFAOYSA-N,152.11086,15,16,0.0,94.4,99.5451238591,-0.0681778258893,0
C10H12N4O6,UBORTCNDUKBEOP-UHFFFAOYSA-N,284.22548,32,34,2.0,153.46,208.82949509,-0.548422749748,0
C10H13N4O9P,DCTLYFZHFGENCW-UHFFFAOYSA-N,364.205382,37,39,4.0,209.8,255.0274286,-1.97387864406,2
C10H15N4O15P3,CAEFEWVYEZABLA-UHFFFAOYSA-N,524.165186,47,49,8.0,322.48,347.423295619,-4.67690837421,2
C5H12O11P2,YAHZABJORDUQGO-UHFFFAOYSA-N,310.089704,30,29,8.0,210.67,228.746923652,-5.30065022854,2
C7H16O13P2,OKHXOUGRECCASI-UHFFFAOYSA-N,370.141664,38,37,10.0,251.13,280.919346304,-5.9977239319,2
C6H9NO2,GEJXSVNGWOSZPC-UHFFFAOYSA-N,127.14116,18,18,1.0,49.66,123.280203963,0.0380852038399,0
C5H12O7P2,NUHSROFQTUXZQQ-UHFFFAOYSA-N,246.092104,26,25,6.0,132.91,193.586016849,-2.35894814786,0
C5H7NO2,DWAKNKKXGALPNW-UHFFFAOYSA-N,113.11458,15,15,1.0,49.66,105.984219337,-0.339628335652,0
C11H18N2O7,GLXUWZBUPATPBR-UHFFFAOYSA-N,290.26982,38,37,11.0,167.02,271.791562102,-0.742132117513,1
C6H8O7,ODBLHEXUDAPZAU-UHFFFAOYSA-N,192.12352,21,20,5.0,132.13,165.954577258,-1.16923460837,0
C15H14ClNO4S,JLTQNQSARCUPGB-UHFFFAOYSA-N,339.79396,36,37,5.0,74.68,282.90585862,2.37687366844,0
C30H27N3O9S,DUWOHLGCRJLRRU-UHFFFAOYSA-N,605.61508,70,74,13.0,213.19,515.754627149,0.52066660648,2
C22H26O5,NIDRYBLTWYFCFV-UHFFFAOYSA-N,370.43884,53,56,2.0,68.9,345.974666965,3.46225210791,0
C22H36O3,ZIWNJZLXPXFNGN-UHFFFAOYSA-N,348.51944,61,62,14.0,57.53,382.816507068,4.24453336692,0
C15H14O6,PFTAWBLQPZVEMU-UHFFFAOYSA-N,290.26806,35,37,1.0,110.38,246.049459985,0.514479948021,0
C11H13ClN2,NLPRAJRHRHZCQQ-UHFFFAOYSA-N,208.68732,27,29,1.0,24.92,180.138125567,2.11297818674,0
C22H35NO2,FMPNFDSPHNUFOS-UHFFFAOYSA-N,345.5188,60,63,3.0,29.54,362.946581874,4.34126628293,0
C10H15N,MYWUZJCMWCOHBA-UHFFFAOYSA-N,149.2328,26,26,3.0,12.03,161.347230364,2.54526062232,0
C16H15N,LBOJYSIDWZQNJS-UHFFFAOYSA-N,221.297,32,35,0.0,12.03,209.244385915,3.50789177067,0
C14H19NO,DXESFJJJWBHLJX-UHFFFAOYSA-N,217.30676,35,37,0.0,32.26,214.608478167,2.6483612731,0
C5H7N3O5,ASNFTDCKZKHJSW-UHFFFAOYSA-N,189.12618,20,20,3.0,131.32,140.811961154,-1.33927748744,0
C37H42N2O6,QHDSMVKAFZEYMF-UHFFFAOYSA-N,610.73918,87,93,2.0,92.65,564.146513863,0.217749974905,0
C37H41N2O6,PEGHXMZFIHIMSS-UHFFFAOYSA-N,609.73124,86,92,2.0,83.86,562.828284513,0.217749974905,0
C10H11N5O2,OZBFBAYESADVDX-UHFFFAOYSA-N,233.22664,28,29,3.0,117.78,191.748889795,-1.05668254882,0
C12H22O,JLPUXFOGCDVKGO-UHFFFAOYSA-N,182.30248,35,36,0.0,20.23,200.18558351,3.07495987089,0
C6H9NO4,GGMYWPBNZXRMME-UHFFFAOYSA-N,159.13996,20,20,2.0,100.62,140.860657364,-0.745409041204,0
C8H9Cl2N,CZJMQTZQSNUDNV-UHFFFAOYSA-N,190.06976,20,20,1.0,26.02,157.177396654,3.08126062232,0
C5H12NO5P,VOROEQBFPPIACJ-UHFFFAOYSA-N,197.126242,24,23,5.0,130.66,167.175070248,-1.50307968496,0
C8H9NO3,DQLYTFPAEVJTFM-UHFFFAOYSA-N,167.16196,21,21,2.0,83.55,150.489482514,0.389902107185,0
C16H16ClNO2,GHWJEDJMOVUXEC-UHFFFAOYSA-N,289.75674,36,38,1.0,52.49,254.392365787,2.83855147194,0
C16H25NO,BLYMJBIZMIGWFK-UHFFFAOYSA-N,247.3758,43,44,5.0,23.47,261.556906119,3.54588967985,0
C16H25NO,ASXGJMSKWNBENU-UHFFFAOYSA-N,247.3758,43,44,5.0,23.47,261.556906119,3.54588967985,0
C7H10N2O4,UUDAMDVQRQNNHZ-UHFFFAOYSA-N,186.1653,23,23,3.0,109.32,155.616943497,-0.586877952599,0
C10H11NO4,DNCAZYRLRMTVSF-UHFFFAOYSA-N,209.19864,26,26,3.0,100.62,191.235219765,0.948924439501,0
C20H29NO2,ZDXGFIXMPOUDFF-UHFFFAOYSA-N,315.44976,52,55,3.0,43.7,314.818153922,3.25875352232,0
C25H31NO,ZZJYIKPMDIWRSN-UHFFFAOYSA-N,361.51974,58,62,1.0,23.47,361.342015547,4.64314979617,0
C19H20ClNO2,HJWHHQIVUHOBQN-UHFFFAOYSA-N,329.8206,43,45,3.0,43.7,303.643860964,3.45617102459,0
C7H11NO4,PTLWNCBCBZZBJI-UHFFFAOYSA-N,173.16654,23,23,2.0,86.63,158.15664199,-0.392187932327,0
C10H12N2O,MCWXBYVNZTVRNA-UHFFFAOYSA-N,176.21508,25,26,1.0,33.2,166.141299872,0.752326136423,0
C8H17N2O5P,CUVGUPIVTLGRGI-UHFFFAOYSA-N,252.204742,33,33,5.0,119.91,217.703325633,-1.58975621757,0
C11H16INO2,BGMZUEKZENQUJY-UHFFFAOYSA-N,321.15471,31,31,4.0,44.48,221.500470062,2.47701246619,0
C15H18ClO4,NWSIRTXVYBEURF-UHFFFAOYSA-N,297.75402,38,39,9.0,61.89,270.891221106,2.49991386823,0
C15H19ClO4,NWSIRTXVYBEURF-UHFFFAOYSA-N,298.76196,39,40,9.0,59.06,272.209450457,2.49991386823,0
C4H8N2O2,HCKUBNLZMKAEIN-UHFFFAOYSA-N,116.11852,16,16,0.0,66.56,102.32145362,-1.04343818426,0
C5H6N2O4,IRJCBFDCFXCWGO-UHFFFAOYSA-N,158.11214,17,17,2.0,109.32,121.024974246,-1.31781260097,0
C28H40N2O5,XQLWNAFCTODIRK-UHFFFAOYSA-N,484.6276,75,76,15.0,73.18,491.184095136,2.93683098477,0
C17H23NO,LGQCVMYAEFTEFN-UHFFFAOYSA-N,257.37062,42,44,2.0,23.47,263.859973344,3.30675341717,0
C36H39N3O6,UGAYLFISOTYWSS-UHFFFAOYSA-N,609.71136,84,88,12.0,113.69,585.550830745,4.76170482388,0
C9H13NO3,YNYAYWLBAHXHLL-UHFFFAOYSA-N,183.20442,26,26,3.0,75.71,170.42192584,0.253475595791,0
C19H21ClN2S,XRYLGRGAWQSVQW-UHFFFAOYSA-N,344.90144,44,47,1.0,6.48,305.849191829,4.37174666455,0
C23H34BrN3O3,KNGWXFIRAISQAP-UHFFFAOYSA-N,480.43836,64,66,10.0,86.38,412.957015193,2.36103378235,0
C21H27NO,DEYFWGXTPWNADC-UHFFFAOYSA-N,309.44518,50,52,6.0,23.47,316.870994446,4.45074119176,0
C19H21NO2,QBUVZVXIRYFENV-UHFFFAOYSA-N,295.37554,43,45,3.0,43.7,288.432793194,2.96066943148,0
C16H17NO2,JUDKOGFHZYMDMF-UHFFFAOYSA-N,255.31168,36,38,1.0,52.49,239.181298017,2.3273225097,0
C17H18BrNO,XFTVOHWWEQGXLS-UHFFFAOYSA-N,332.23492,38,40,1.0,23.47,266.97067492,3.7607008228,0
C9H10O5,CGQCWMIAEPEHNQ-UHFFFAOYSA-N,198.1727,24,24,3.0,86.99,174.369160332,0.187446556339,0
C21H25NO4,DSMNGWOUQMYTJH-UHFFFAOYSA-N,355.4275,51,56,3.0,59.0,322.345215846,2.06388857957,0
C22H28O5,YPUTYHJWWMYIGF-UHFFFAOYSA-N,372.45472,55,58,2.0,68.9,348.611125665,3.54476644507,0
C21H20NO6,IRLAOQBDUCTETR-UHFFFAOYSA-N,382.3866,48,53,1.0,66.46,322.434522496,-1.7834213444,0
